ExpId,DeviceIDHash,session,time_session,cnt_pay_session,total_actions,PaySuccess,viewOffers,viewCarts,from_outside
246,33381960957324102,5,0.0,0,1,False,False,False,False
246,33381960957324102,6,4.0,0,2,False,False,False,False
246,33381960957324102,7,0.0,0,1,False,False,False,False
246,33381960957324102,8,48.0,0,2,False,False,False,False
246,33381960957324102,9,584.0,0,2,False,False,False,False
246,33381960957324102,10,100.0,1,6,True,True,True,False
246,33381960957324102,11,0.0,0,1,False,False,False,False
246,33852999260079575,1,684.0,0,6,False,False,False,False
246,33852999260079575,2,0.0,0,1,False,False,False,False
246,33852999260079575,3,75.0,0,3,False,False,False,False
246,33852999260079575,4,788.0,0,15,False,False,False,False
246,38461249625575645,1,1182.0,2,19,True,True,True,False
246,38461249625575645,2,898.0,1,7,True,True,True,False
246,40352430792344971,1,395.0,0,5,False,True,False,True
246,40352430792344971,2,214.0,0,3,False,True,False,True
246,40352430792344971,3,17.0,1,5,True,True,True,True
246,40352430792344971,4,2.0,1,3,True,True,True,True
246,40352430792344971,5,0.0,0,1,False,True,False,True
246,40352430792344971,6,0.0,0,1,False,True,False,True
246,40352430792344971,7,1040.0,0,6,False,True,False,True
246,41866159597273689,1,2081.0,0,5,False,False,False,False
246,41866159597273689,2,0.0,0,1,False,True,False,True
246,41866159597273689,3,503.0,0,8,False,True,False,False
246,41866159597273689,4,186.0,0,3,False,False,False,False
246,41866159597273689,5,172.0,0,4,False,False,False,False
246,41866159597273689,6,65.0,0,2,False,False,False,False
246,50002244844355989,1,0.0,0,1,False,False,False,False
246,50002244844355989,2,14.0,1,5,True,True,True,False
246,50002244844355989,3,1768.0,0,2,False,False,False,False
246,50002244844355989,4,60.0,0,4,False,True,False,False
246,50002244844355989,5,12.0,1,5,True,True,True,False
246,54332840950497396,1,0.0,0,1,False,False,False,False
246,54332840950497396,2,0.0,0,1,False,False,False,False
246,54332840950497396,3,239.0,0,3,False,False,False,False
246,60354522582718953,1,2.0,0,3,False,False,True,False
246,60354522582718953,2,40.0,0,2,False,False,False,False
246,65356103704674532,1,0.0,0,1,False,False,False,False
246,65356103704674532,2,443.0,0,11,False,False,False,False
246,65356103704674532,3,674.0,0,8,False,False,False,False
246,65356103704674532,4,686.0,0,5,False,False,False,False
246,65356103704674532,5,0.0,0,1,False,False,False,False
246,65356103704674532,6,671.0,0,9,False,False,False,False
246,72572501548834659,1,918.0,0,2,False,False,False,False
246,72572501548834659,2,232.0,0,2,False,False,False,False
246,72572501548834659,3,164.0,0,2,False,False,False,False
246,77364241990273403,1,730.0,0,22,False,False,False,False
246,77364241990273403,2,149.0,0,7,False,False,False,False
246,77364241990273403,3,0.0,0,1,False,False,False,False
246,77364241990273403,4,1010.0,1,26,True,True,True,True
246,77364241990273403,5,13.0,1,4,True,True,True,False
246,77364241990273403,6,13.0,1,4,True,True,True,False
246,77364241990273403,7,394.0,0,9,False,True,False,False
246,77364241990273403,8,612.0,0,5,False,True,False,False
246,77364241990273403,9,13.0,1,5,True,True,True,False
246,77364241990273403,10,65.0,0,5,False,False,True,False
246,77364241990273403,11,355.0,1,10,True,True,False,False
246,78033526859485994,1,48.0,2,7,True,True,True,True
246,78033526859485994,2,27.0,1,5,True,True,True,False
246,84107839139059565,1,754.0,1,13,True,True,True,False
246,84107839139059565,2,401.0,2,9,True,True,True,False
246,84107839139059565,3,81.0,0,5,False,True,False,False
246,84107839139059565,4,14.0,0,3,False,True,False,False
246,84107839139059565,5,15.0,1,4,True,True,True,False
246,84107839139059565,6,15.0,0,3,False,True,False,False
246,84107839139059565,7,12.0,0,3,False,True,False,False
246,84107839139059565,8,10.0,1,4,True,True,True,False
246,84107839139059565,9,19.0,1,6,True,True,True,False
246,84107839139059565,10,6.0,0,2,False,True,False,False
246,84231117125493353,1,0.0,0,1,False,False,False,False
246,84231117125493353,2,0.0,0,1,False,False,False,False
246,84231117125493353,3,14.0,0,2,False,False,False,False
246,84231117125493353,4,0.0,0,1,False,False,False,False
246,86117060537695364,1,75.0,0,2,False,False,False,False
246,91292479590032512,1,9.0,0,2,False,True,False,False
246,91292479590032512,2,1376.0,11,31,True,True,True,True
246,91292479590032512,3,1279.0,0,9,False,True,False,False
246,91292479590032512,4,51.0,1,6,True,True,True,False
246,91292479590032512,5,147.0,0,3,False,False,True,False
246,91292479590032512,6,47.0,1,3,True,True,False,False
246,91292479590032512,7,247.0,6,15,True,True,True,True
246,91292479590032512,8,92.0,8,17,True,True,True,True
246,91292479590032512,9,2.0,1,3,True,True,True,True
246,91292479590032512,10,27.0,2,5,True,True,True,True
246,91292479590032512,11,83.0,2,8,True,True,True,True
246,91292479590032512,12,87.0,0,2,False,False,False,False
246,91292479590032512,13,445.0,0,4,False,True,False,True
246,91292479590032512,14,5.0,0,2,False,True,False,False
246,91292479590032512,15,0.0,0,1,False,True,False,True
246,91292479590032512,16,61.0,0,3,False,True,False,True
246,91292479590032512,17,94.0,3,8,True,True,True,True
246,91292479590032512,18,10.0,0,2,False,True,False,False
246,91292479590032512,19,29.0,1,6,True,True,True,False
246,91292479590032512,20,924.0,0,9,False,True,True,False
246,96162095327180002,1,307.0,0,5,False,False,False,False
246,96162095327180002,2,132.0,0,4,False,False,False,False
246,97680762694751109,1,9.0,1,5,True,True,True,False
246,97680762694751109,2,21.0,1,5,True,True,True,False
246,97680762694751109,3,31.0,0,2,False,True,False,True
246,97680762694751109,4,123.0,0,10,False,True,False,False
246,97680762694751109,5,0.0,0,1,False,False,False,False
246,97680762694751109,6,1101.0,2,7,True,True,True,False
246,97680762694751109,7,0.0,0,1,False,False,True,True
246,97680762694751109,8,0.0,1,2,True,False,True,True
246,97680762694751109,9,53.0,2,7,True,True,True,False
246,97680762694751109,10,0.0,1,2,True,False,True,True
246,97680762694751109,11,2.0,1,3,True,True,True,True
246,97680762694751109,12,0.0,0,1,False,True,False,True
246,97680762694751109,13,0.0,0,1,False,True,False,True
246,97680762694751109,14,0.0,0,1,False,False,False,False
246,97680762694751109,15,117.0,2,10,True,True,True,True
246,100724994572555335,1,118.0,0,2,False,False,False,False
246,105530140363637917,1,620.0,0,9,False,True,False,False
246,105530140363637917,2,196.0,0,6,False,True,False,False
246,105608658784767842,1,846.0,0,6,False,True,False,False
246,105663051436100766,1,38.0,1,6,True,True,True,False
246,105663051436100766,2,66.0,0,5,False,False,True,False
246,105663051436100766,3,53.0,2,7,True,True,True,False
246,105663051436100766,4,128.0,0,5,False,False,False,False
246,105724841806923970,1,1245.0,0,17,False,False,False,False
246,105724841806923970,2,263.0,0,5,False,False,False,False
246,105724841806923970,3,71.0,0,2,False,False,False,False
246,106256020648490230,1,52.0,1,6,True,True,True,False
246,106256020648490230,2,393.0,0,14,False,True,False,False
246,106256020648490230,3,27.0,0,3,False,True,False,False
246,106256020648490230,4,16.0,0,4,False,True,False,False
246,106256020648490230,5,45.0,0,3,False,True,False,False
246,111303736779254407,1,812.0,0,2,False,False,False,False
246,111303736779254407,2,0.0,0,1,False,False,False,False
246,111394506613435756,1,9.0,1,4,True,True,True,True
246,111394506613435756,2,4.0,1,3,True,True,True,True
246,116683309485180923,1,298.0,0,3,False,True,False,False
246,116683309485180923,2,213.0,1,10,True,True,True,False
246,116683309485180923,3,11.0,1,5,True,True,True,False
246,116683309485180923,4,35.0,1,7,True,True,True,False
246,116683309485180923,5,0.0,0,1,False,True,False,True
246,116683309485180923,6,72.0,1,10,True,True,True,False
246,116683309485180923,7,281.0,0,8,False,False,False,False
246,127782691425303057,1,1874.0,0,4,False,False,True,False
246,130219192837023937,1,40.0,0,2,False,False,False,False
246,130219192837023937,2,50.0,0,5,False,True,False,False
246,131998561967975839,1,16.0,1,5,True,True,True,False
246,131998561967975839,2,10.0,1,5,True,True,True,False
246,131998561967975839,3,311.0,1,5,True,True,True,False
246,131998561967975839,4,15.0,1,5,True,True,True,False
246,131998561967975839,5,2198.0,0,4,False,True,False,False
246,131998561967975839,6,133.0,2,7,True,True,True,False
246,131998561967975839,7,1.0,1,2,True,False,True,True
246,132393641409065546,1,248.0,0,3,False,False,False,False
246,132393641409065546,2,0.0,0,1,False,False,False,False
246,132393641409065546,3,439.0,0,6,False,False,False,False
246,132393641409065546,4,0.0,0,1,False,False,False,False
246,132393641409065546,5,1553.0,0,7,False,False,False,False
246,132393641409065546,6,207.0,0,5,False,False,False,False
246,152060410058594922,1,1088.0,0,8,False,False,False,False
246,152060410058594922,2,0.0,0,1,False,False,False,False
246,152060410058594922,3,160.0,0,5,False,True,False,False
246,152060410058594922,4,17.0,0,3,False,False,False,False
246,152060410058594922,5,0.0,0,1,False,False,False,False
246,152060410058594922,6,0.0,0,1,False,False,False,False
246,152094261137238512,1,47.0,0,3,False,True,False,False
246,152094261137238512,2,242.0,0,5,False,True,False,True
246,152094261137238512,3,413.0,0,7,False,False,False,False
246,152094261137238512,4,793.0,0,7,False,True,False,False
246,152094261137238512,5,0.0,0,1,False,False,False,False
246,152094261137238512,6,68.0,0,2,False,False,False,False
246,152094261137238512,7,121.0,0,4,False,True,False,False
246,152094261137238512,8,321.0,0,3,False,False,False,False
246,152094261137238512,9,348.0,0,5,False,False,False,False
246,152094261137238512,10,57.0,0,2,False,False,False,False
246,152094261137238512,11,3164.0,0,12,False,False,False,False
246,161007846102547945,1,439.0,0,15,False,True,True,False
246,161007846102547945,2,35.0,0,5,False,False,True,False
246,162645619827335196,1,11.0,0,3,False,False,True,False
246,162645619827335196,2,10.0,1,5,True,True,True,False
246,162645619827335196,3,8.0,0,2,False,True,False,False
246,162645619827335196,4,6.0,1,5,True,True,True,False
246,162645619827335196,5,18.0,1,5,True,True,True,False
246,162645619827335196,6,7.0,1,5,True,True,True,False
246,162645619827335196,7,933.0,2,9,True,True,True,False
246,163921446214863125,1,0.0,0,1,False,False,False,False
246,163921446214863125,2,72.0,0,3,False,False,False,False
246,166254878560341468,1,13.0,1,6,True,True,True,False
246,166254878560341468,2,34.0,2,7,True,True,True,False
246,166254878560341468,3,9.0,1,5,True,True,True,False
246,166254878560341468,4,18.0,1,5,True,True,True,False
246,166254878560341468,5,0.0,0,1,False,False,False,False
246,170935625628929269,1,235.0,0,4,False,False,False,False
246,170935625628929269,2,894.0,0,5,False,False,False,False
246,170935625628929269,3,178.0,0,7,False,False,False,False
246,170935625628929269,4,1676.0,0,8,False,False,False,False
246,170935625628929269,5,0.0,0,1,False,False,False,False
246,170935625628929269,6,2149.0,0,10,False,False,False,False
246,170935625628929269,7,0.0,0,1,False,False,False,False
246,170935625628929269,8,0.0,0,1,False,False,False,False
246,170935625628929269,9,0.0,0,1,False,False,False,False
246,170935625628929269,10,527.0,0,3,False,False,False,False
246,170935625628929269,11,108.0,0,7,False,False,False,False
246,170935625628929269,12,486.0,0,7,False,False,False,False
246,170935625628929269,13,231.0,0,4,False,False,False,False
246,174090519001326370,1,137.0,0,5,False,False,False,False
246,174090519001326370,2,395.0,0,5,False,False,False,False
246,174090519001326370,3,487.0,0,9,False,False,False,False
246,174090519001326370,4,441.0,0,3,False,False,False,False
246,174090519001326370,5,0.0,0,1,False,False,False,False
246,175525166103203661,1,26.0,1,6,True,True,True,False
246,175525166103203661,2,264.0,1,9,True,True,True,False
246,175525166103203661,3,0.0,0,1,False,False,False,False
246,175525166103203661,4,262.0,0,3,False,False,False,False
246,175525166103203661,5,0.0,0,1,False,False,False,False
246,175525166103203661,6,64.0,1,7,True,True,True,False
246,175525166103203661,7,391.0,3,13,True,True,True,False
246,175525166103203661,8,822.0,2,7,True,True,True,True
246,175525166103203661,9,8.0,1,5,True,True,True,False
246,175525166103203661,10,130.0,1,4,True,True,True,True
246,175525166103203661,11,14.0,2,7,True,True,True,False
246,175525166103203661,12,20.0,0,3,False,True,False,False
246,175525166103203661,13,71.0,4,13,True,True,True,False
246,175525166103203661,14,16.0,2,7,True,True,True,False
246,175525166103203661,15,0.0,1,2,True,False,True,True
246,176222176030858478,1,0.0,0,1,False,False,False,False
246,183963844301624746,1,30.0,0,4,False,True,False,False
246,183963844301624746,2,0.0,1,2,True,False,True,True
246,183963844301624746,3,6.0,0,2,False,True,False,False
246,183963844301624746,4,111.0,0,5,False,True,True,False
246,183963844301624746,5,0.0,1,1,True,False,False,True
246,183963844301624746,6,114.0,2,9,True,True,True,False
246,183963844301624746,7,3.0,2,4,True,False,True,True
246,183963844301624746,8,262.0,1,4,True,False,True,False
246,183963844301624746,9,183.0,3,9,True,True,True,True
246,183963844301624746,10,206.0,3,10,True,True,True,False
246,183963844301624746,11,83.0,0,6,False,True,False,False
246,183963844301624746,12,37.0,1,4,True,True,True,False
246,184193698153715681,1,2.0,0,2,False,True,False,False
246,184193698153715681,2,5.0,1,4,True,True,True,False
246,184193698153715681,3,16.0,0,3,False,True,False,False
246,184193698153715681,4,105.0,1,4,True,True,True,False
246,184193698153715681,5,97.0,0,7,False,True,True,False
246,184193698153715681,6,585.0,2,8,True,True,True,True
246,184193698153715681,7,1.0,0,2,False,True,False,False
246,188274253421149324,1,141.0,0,3,False,True,False,True
246,189065323450331796,1,85.0,0,4,False,False,False,False
246,189065323450331796,2,1484.0,0,13,False,False,False,False
246,189065323450331796,3,1265.0,0,13,False,False,False,False
246,189065323450331796,4,191.0,0,5,False,False,False,False
246,189065323450331796,5,582.0,0,11,False,False,False,False
246,189065323450331796,6,768.0,0,8,False,False,False,False
246,189092720786865868,1,14.0,0,2,False,False,False,False
246,189092720786865868,2,0.0,0,1,False,False,False,False
246,189092720786865868,3,0.0,0,1,False,False,False,False
246,190868717251929100,1,7.0,0,2,False,True,False,False
246,190868717251929100,2,10.0,1,5,True,True,True,False
246,190868717251929100,3,197.0,2,10,True,True,True,False
246,190868717251929100,4,21.0,2,7,True,True,True,False
246,190868717251929100,5,12.0,1,5,True,True,True,False
246,190868717251929100,6,4.0,0,2,False,True,False,False
246,190868717251929100,7,15.0,1,5,True,True,True,False
246,197027893265565660,1,1147.0,100,219,True,True,True,False
246,197027893265565660,2,2063.0,118,249,True,True,True,False
246,197027893265565660,3,2719.0,100,227,True,True,True,False
246,197027893265565660,4,0.0,0,1,False,False,False,False
246,197027893265565660,5,3399.0,100,227,True,True,True,True
246,197027893265565660,6,0.0,0,1,False,False,False,False
246,197027893265565660,7,0.0,0,1,False,False,False,False
246,197027893265565660,8,89.0,0,6,False,True,False,False
246,197027893265565660,9,902.0,33,76,True,True,True,False
246,197027893265565660,10,23.0,0,3,False,True,False,False
246,197027893265565660,11,559.0,0,3,False,True,False,False
246,197027893265565660,12,1645.0,69,146,True,True,True,False
246,197027893265565660,13,532.0,1,8,True,True,True,False
246,197027893265565660,14,1996.0,0,6,False,True,False,False
246,197027893265565660,15,8770.0,123,277,True,True,True,False
246,197027893265565660,16,1122.0,28,63,True,True,True,True
246,197027893265565660,17,4.0,0,2,False,True,False,False
246,197027893265565660,18,0.0,0,1,False,True,False,True
246,197027893265565660,19,234.0,0,6,False,True,False,False
246,197027893265565660,20,142.0,0,7,False,True,True,False
246,197027893265565660,21,1572.0,26,56,True,True,True,False
246,197027893265565660,22,3690.0,79,166,True,True,True,True
246,197027893265565660,23,0.0,0,1,False,True,False,True
246,197027893265565660,24,0.0,0,1,False,False,False,False
246,197027893265565660,25,14.0,0,2,False,True,False,False
246,197027893265565660,26,2314.0,87,204,True,True,True,False
246,197027893265565660,27,1954.0,1,16,True,True,True,False
246,197027893265565660,28,150.0,0,6,False,True,True,True
246,197027893265565660,29,348.0,0,3,False,True,False,False
246,197027893265565660,30,11.0,0,2,False,True,False,False
246,197027893265565660,31,26.0,0,3,False,True,False,False
246,197027893265565660,32,240.0,0,7,False,True,False,True
246,197989147574718053,1,457.0,1,14,True,True,True,False
246,197989147574718053,2,6.0,0,2,False,True,False,False
246,197989147574718053,3,40.0,1,4,True,True,True,False
246,197989147574718053,4,512.0,1,4,True,True,True,True
246,197989147574718053,5,6.0,0,2,False,True,False,False
246,197989147574718053,6,61.0,2,9,True,True,True,False
246,203338817735104946,1,44.0,0,4,False,True,False,False
246,203338817735104946,2,110.0,0,3,False,False,False,False
246,203838813641156129,1,58.0,0,3,False,True,False,False
246,203838813641156129,2,1320.0,1,15,True,True,True,False
246,203999868410704528,1,0.0,0,1,False,False,False,False
246,203999868410704528,2,201.0,0,6,False,True,False,False
246,203999868410704528,3,0.0,0,1,False,False,False,False
246,203999868410704528,4,0.0,0,1,False,False,False,False
246,203999868410704528,5,0.0,0,1,False,False,False,False
246,205001571193349347,1,113.0,0,2,False,False,False,False
246,205001571193349347,2,0.0,0,1,False,False,False,False
246,205001571193349347,3,77.0,0,4,False,False,False,False
246,205293431553451771,1,310.0,0,6,False,False,False,False
246,205293431553451771,2,288.0,0,12,False,True,False,False
246,205293431553451771,3,204.0,0,6,False,False,False,False
246,205293431553451771,4,11.0,1,5,True,True,True,False
246,205293431553451771,5,8.0,0,4,False,True,False,False
246,205293431553451771,6,776.0,0,6,False,True,False,False
246,205293431553451771,7,1626.0,0,8,False,True,False,False
246,205293431553451771,8,1287.0,0,4,False,False,False,False
246,205293431553451771,9,4.0,0,2,False,True,False,False
246,205293431553451771,10,3.0,0,2,False,True,False,False
246,205293431553451771,11,0.0,0,1,False,False,False,False
246,205293431553451771,12,0.0,0,1,False,False,False,False
246,205293431553451771,13,673.0,0,5,False,True,False,False
246,205293431553451771,14,447.0,1,6,True,True,True,False
246,205293431553451771,15,122.0,0,4,False,True,False,False
246,205293431553451771,16,1467.0,0,10,False,True,False,False
246,205293431553451771,17,603.0,0,6,False,True,False,False
246,205293431553451771,18,1733.0,0,8,False,True,False,False
246,205293431553451771,19,490.0,0,6,False,False,False,False
246,205293431553451771,20,2441.0,2,21,True,True,True,False
246,205293431553451771,21,724.0,0,10,False,True,False,False
246,205293431553451771,22,19.0,0,3,False,True,False,False
246,205293431553451771,23,12.0,0,3,False,True,False,False
246,205293431553451771,24,48.0,0,4,False,True,False,False
246,205293431553451771,25,17.0,0,5,False,True,False,False
246,205293431553451771,26,10.0,0,3,False,True,False,False
246,205293431553451771,27,419.0,0,9,False,True,False,False
246,205293431553451771,28,9.0,0,2,False,True,False,False
246,205293431553451771,29,5.0,0,2,False,True,False,False
246,205293431553451771,30,0.0,0,1,False,False,False,False
246,225770609346549096,1,34.0,1,6,True,True,True,False
246,230300846880828486,1,69.0,0,4,False,True,True,False
246,230300846880828486,2,207.0,0,5,False,True,True,False
246,230300846880828486,3,26.0,0,2,False,True,False,False
246,230300846880828486,4,0.0,0,1,False,True,False,True
246,230300846880828486,5,1544.0,0,2,False,False,False,False
246,230300846880828486,6,62.0,1,9,True,True,True,False
246,230300846880828486,7,14.0,1,5,True,True,True,False
246,239143341246126460,1,0.0,0,1,False,False,False,False
246,239143341246126460,2,1513.0,4,15,True,True,True,False
246,239143341246126460,3,122.0,0,2,False,False,False,False
246,239143341246126460,4,0.0,0,1,False,False,False,False
246,239143341246126460,5,0.0,0,1,False,False,False,False
246,239143341246126460,6,0.0,0,1,False,False,False,False
246,239795526067822384,1,567.0,0,15,False,True,True,False
246,239795526067822384,2,1705.0,1,7,True,True,True,False
246,239795526067822384,3,36.0,0,4,False,True,False,False
246,239795526067822384,4,53.0,0,2,False,True,False,False
246,239795526067822384,5,0.0,0,1,False,False,False,False
246,247222490636896931,1,9.0,1,5,True,True,True,False
246,247222490636896931,2,51.0,0,4,False,True,False,False
246,247222490636896931,3,9.0,1,5,True,True,True,False
246,247222490636896931,4,68.0,0,2,False,True,False,False
246,247222490636896931,5,4.0,0,3,False,False,True,False
246,247222490636896931,6,16.0,1,5,True,True,True,False
246,247222490636896931,7,186.0,2,9,True,True,True,False
246,247222490636896931,8,46.0,0,3,False,True,False,False
246,247222490636896931,9,11.0,1,5,True,True,True,False
246,249206881368117789,1,71.0,0,3,False,False,False,False
246,249206881368117789,2,0.0,0,1,False,False,False,False
246,252409739172511110,1,171.0,0,3,False,False,False,False
246,252409739172511110,2,0.0,0,1,False,False,False,False
246,252409739172511110,3,38.0,0,2,False,False,False,False
246,252409739172511110,4,537.0,0,2,False,False,False,False
246,252409739172511110,5,153.0,0,3,False,False,False,False
246,252409739172511110,6,341.0,0,5,False,False,False,False
246,252498997408806928,1,267.0,0,9,False,True,True,False
246,263550556164486172,1,0.0,0,1,False,False,False,False
246,263550556164486172,2,1289.0,10,31,True,True,True,False
246,263550556164486172,3,14.0,0,3,False,True,False,False
246,265267218497148729,1,15.0,0,2,False,False,False,False
246,265267218497148729,2,580.0,0,3,False,False,False,False
246,265267218497148729,3,0.0,0,1,False,False,False,False
246,265267218497148729,4,413.0,0,3,False,False,False,False
246,265267218497148729,5,490.0,0,5,False,True,False,False
246,265267218497148729,6,7.0,0,2,False,False,False,False
246,265267218497148729,7,607.0,0,4,False,False,False,False
246,265267218497148729,8,18.0,0,2,False,False,False,False
246,265267218497148729,9,492.0,0,6,False,False,False,False
246,265267218497148729,10,0.0,0,1,False,False,False,False
246,265267218497148729,11,0.0,0,1,False,False,False,False
246,265267218497148729,12,40.0,0,2,False,False,False,False
246,265267218497148729,13,31.0,0,2,False,False,False,False
246,265267218497148729,14,107.0,0,2,False,False,False,False
246,265267218497148729,15,108.0,0,4,False,False,False,False
246,275440394790903451,1,32.0,0,3,False,True,False,False
246,275440394790903451,2,10.0,0,2,False,True,False,False
246,275440394790903451,3,117.0,1,5,True,True,True,False
246,275440394790903451,4,28.0,0,2,False,True,False,False
246,275440394790903451,5,9.0,0,2,False,True,False,False
246,275440394790903451,6,46.0,1,6,True,True,True,False
246,275440394790903451,7,51.0,0,3,False,True,False,False
246,275440394790903451,8,8994.0,14,66,True,True,True,False
246,275440394790903451,9,93.0,0,6,False,True,False,False
246,275440394790903451,10,18.0,0,2,False,True,False,False
246,275440394790903451,11,409.0,1,12,True,True,True,True
246,275440394790903451,12,76.0,0,3,False,True,False,False
246,275440394790903451,13,140.0,0,2,False,True,False,False
246,275440394790903451,14,17.0,0,2,False,True,False,False
246,275440394790903451,15,1990.0,2,10,True,True,True,False
246,276691305765276327,1,1177.0,0,15,False,False,False,False
246,277030241701459672,1,10.0,1,5,True,True,True,False
246,277030241701459672,2,21.0,0,3,False,True,False,False
246,282447505494571458,1,189.0,0,5,False,False,False,False
246,282447505494571458,2,130.0,0,3,False,False,False,False
246,282447505494571458,3,81.0,0,2,False,False,False,False
246,282447505494571458,4,0.0,0,1,False,False,False,False
246,284324717439504162,1,1787.0,2,15,True,True,True,False
246,284324717439504162,2,120.0,0,2,False,True,False,False
246,284324717439504162,3,1726.0,29,120,True,True,True,False
246,284324717439504162,4,119.0,0,3,False,True,False,True
246,284324717439504162,5,0.0,0,1,False,True,False,True
246,284324717439504162,6,290.0,1,7,True,True,True,True
246,284324717439504162,7,0.0,0,1,False,True,False,True
246,284324717439504162,8,641.0,0,7,False,True,False,True
246,284324717439504162,9,2682.0,1,17,True,True,True,False
